stadiumId,name,location,capacity
S02412,Hanoi Park 2412,Hanoi,64000
S02413,Nha Trang Park 2413,Nha Trang,32000
S02414,Hanoi Dome 2414,Hanoi,53000
S02415,Da Nang Park 2415,Da Nang,18500
S02416,Nha Trang Park 2416,Nha Trang,17000
S02417,Nha Trang Dome 2417,Nha Trang,20500
S02418,Da Nang Park 2418,Da Nang,20000
S02419,Nha Trang Sports Complex 2419,Nha Trang,23500
S02420,Nam Dinh Sports Complex 2420,Nam Dinh,33000
S02421,Nha Trang National Stadium 2421,Nha Trang,63500
S02422,Ho Chi Minh City Park 2422,Ho Chi Minh City,26500
S02423,Nam Dinh Arena 2423,Nam Dinh,58000
S02424,Quy Nhon Sports Complex 2424,Quy Nhon,68000
S02425,Da Nang Sports Complex 2425,Da Nang,66500
S02426,Hai Phong Dome 2426,Hai Phong,27000
S02427,Binh Duong National Stadium 2427,Binh Duong,37500
S02428,Ho Chi Minh City Arena 2428,Ho Chi Minh City,54000
S02429,Da Nang Dome 2429,Da Nang,64500
S02430,Hue Dome 2430,Hue,30500
S02431,Quy Nhon Arena 2431,Quy Nhon,29000
S02432,Nam Dinh Sports Complex 2432,Nam Dinh,18500
S02433,Nha Trang National Stadium 2433,Nha Trang,18500
S02434,Da Nang Dome 2434,Da Nang,41000
S02435,Quy Nhon Sports Complex 2435,Quy Nhon,46000
S02436,Binh Duong Arena 2436,Binh Duong,40000
S02437,Hue Dome 2437,Hue,32000
S02438,Da Nang Park 2438,Da Nang,72000
S02439,Hue National Stadium 2439,Hue,34000
S02440,Quy Nhon Dome 2440,Quy Nhon,59500
S02441,Can Tho Park 2441,Can Tho,60000
S02442,Hanoi National Stadium 2442,Hanoi,75000
S02443,Binh Duong Sports Complex 2443,Binh Duong,77500
S02444,Hue Park 2444,Hue,75000
S02445,Nha Trang Sports Complex 2445,Nha Trang,32500
S02446,Nha Trang National Stadium 2446,Nha Trang,31500
S02447,Nam Dinh Dome 2447,Nam Dinh,45000
S02448,Hai Phong Park 2448,Hai Phong,65500
S02449,Hai Phong Park 2449,Hai Phong,37000
S02450,Da Nang Sports Complex 2450,Da Nang,51000
S02451,Hanoi National Stadium 2451,Hanoi,69500
S02452,Ho Chi Minh City National Stadium 2452,Ho Chi Minh City,42000
S02453,Ho Chi Minh City Park 2453,Ho Chi Minh City,22000
S02454,Quy Nhon Sports Complex 2454,Quy Nhon,29500
S02455,Nha Trang Sports Complex 2455,Nha Trang,27500
S02456,Hanoi National Stadium 2456,Hanoi,55500
S02457,Ho Chi Minh City National Stadium 2457,Ho Chi Minh City,76500
S02458,Nam Dinh Arena 2458,Nam Dinh,77500
S02459,Nam Dinh National Stadium 2459,Nam Dinh,61500
S02460,Ho Chi Minh City National Stadium 2460,Ho Chi Minh City,71000
S02461,Nam Dinh Arena 2461,Nam Dinh,39500
S02462,Nam Dinh Arena 2462,Nam Dinh,73500
S02463,Ho Chi Minh City Arena 2463,Ho Chi Minh City,31500
S02464,Nha Trang Dome 2464,Nha Trang,58500
S02465,Ho Chi Minh City Dome 2465,Ho Chi Minh City,75500
S02466,Nha Trang Dome 2466,Nha Trang,60500
S02467,Can Tho Sports Complex 2467,Can Tho,25500
S02468,Ho Chi Minh City Sports Complex 2468,Ho Chi Minh City,66000
S02469,Hanoi Dome 2469,Hanoi,40500
S02470,Can Tho National Stadium 2470,Can Tho,32000
S02471,Nha Trang Arena 2471,Nha Trang,44000
S02472,Ho Chi Minh City Dome 2472,Ho Chi Minh City,79000
S02473,Hai Phong Park 2473,Hai Phong,40500
S02474,Da Nang Dome 2474,Da Nang,22000
S02475,Da Nang Park 2475,Da Nang,65500
S02476,Hue Arena 2476,Hue,55000
S02477,Ho Chi Minh City Dome 2477,Ho Chi Minh City,62000
S02478,Nha Trang National Stadium 2478,Nha Trang,17500
S02479,Ho Chi Minh City National Stadium 2479,Ho Chi Minh City,52500
S02480,Nha Trang Dome 2480,Nha Trang,16000
S02481,Quy Nhon Arena 2481,Quy Nhon,58000
S02482,Hanoi National Stadium 2482,Hanoi,58500
S02483,Hue Sports Complex 2483,Hue,25000
S02484,Can Tho Dome 2484,Can Tho,52500
S02485,Hanoi Park 2485,Hanoi,61500
S02486,Quy Nhon Dome 2486,Quy Nhon,43500
S02487,Hue National Stadium 2487,Hue,50500
S02488,Hai Phong National Stadium 2488,Hai Phong,40000
S02489,Quy Nhon National Stadium 2489,Quy Nhon,52000
S02490,Binh Duong Sports Complex 2490,Binh Duong,37000
S02491,Nha Trang Dome 2491,Nha Trang,18500
S02492,Ho Chi Minh City Sports Complex 2492,Ho Chi Minh City,50000
S02493,Can Tho National Stadium 2493,Can Tho,70000
S02494,Quy Nhon Sports Complex 2494,Quy Nhon,57500
S02495,Hai Phong Arena 2495,Hai Phong,51500
S02496,Hanoi Dome 2496,Hanoi,58500
S02497,Hai Phong Sports Complex 2497,Hai Phong,60500
S02498,Hue National Stadium 2498,Hue,56500
S02499,Can Tho Dome 2499,Can Tho,20500
S02500,Quy Nhon Arena 2500,Quy Nhon,24000
S02501,Hanoi Arena 2501,Hanoi,16500
S02502,Nam Dinh Arena 2502,Nam Dinh,47000
S02503,Hue National Stadium 2503,Hue,67000
S02504,Binh Duong Sports Complex 2504,Binh Duong,47500
S02505,Binh Duong Dome 2505,Binh Duong,78500
S02506,Hanoi National Stadium 2506,Hanoi,37000
S02507,Hanoi Sports Complex 2507,Hanoi,66500
S02508,Hanoi Dome 2508,Hanoi,22500
S02509,Hai Phong Park 2509,Hai Phong,45000
S02510,Binh Duong Arena 2510,Binh Duong,63500
S02511,Nam Dinh Arena 2511,Nam Dinh,75500
S02512,Ho Chi Minh City National Stadium 2512,Ho Chi Minh City,63000
S02513,Da Nang Dome 2513,Da Nang,58000
S02514,Hanoi Dome 2514,Hanoi,74500
S02515,Nam Dinh National Stadium 2515,Nam Dinh,31000
S02516,Da Nang National Stadium 2516,Da Nang,26500
S02517,Hanoi Sports Complex 2517,Hanoi,69000
S02518,Ho Chi Minh City Dome 2518,Ho Chi Minh City,55000
S02519,Da Nang Park 2519,Da Nang,19000
S02520,Ho Chi Minh City National Stadium 2520,Ho Chi Minh City,47500
S02521,Nam Dinh Park 2521,Nam Dinh,29500
S02522,Ho Chi Minh City Arena 2522,Ho Chi Minh City,43000
S02523,Can Tho Dome 2523,Can Tho,36000
S02524,Ho Chi Minh City Park 2524,Ho Chi Minh City,51000
S02525,Da Nang Sports Complex 2525,Da Nang,70000
S02526,Hai Phong National Stadium 2526,Hai Phong,54000
S02527,Da Nang Sports Complex 2527,Da Nang,19000
S02528,Ho Chi Minh City Sports Complex 2528,Ho Chi Minh City,24500
S02529,Hue Arena 2529,Hue,60500
S02530,Can Tho Park 2530,Can Tho,26000
S02531,Quy Nhon Arena 2531,Quy Nhon,75500
S02532,Nam Dinh National Stadium 2532,Nam Dinh,23500
S02533,Ho Chi Minh City Park 2533,Ho Chi Minh City,39500
S02534,Da Nang National Stadium 2534,Da Nang,72500
S02535,Quy Nhon National Stadium 2535,Quy Nhon,15500
S02536,Hanoi Arena 2536,Hanoi,75500
S02537,Ho Chi Minh City Park 2537,Ho Chi Minh City,73000
S02538,Nha Trang Dome 2538,Nha Trang,60500
S02539,Quy Nhon Arena 2539,Quy Nhon,28500
S02540,Da Nang Sports Complex 2540,Da Nang,49500
S02541,Quy Nhon Dome 2541,Quy Nhon,30500
S02542,Da Nang Park 2542,Da Nang,60500
S02543,Hanoi Park 2543,Hanoi,27000
S02544,Quy Nhon Park 2544,Quy Nhon,77500
S02545,Ho Chi Minh City Sports Complex 2545,Ho Chi Minh City,38000
S02546,Hue National Stadium 2546,Hue,51500
S02547,Hai Phong Arena 2547,Hai Phong,22500
S02548,Binh Duong National Stadium 2548,Binh Duong,55500
S02549,Can Tho Park 2549,Can Tho,48500
S02550,Hai Phong Dome 2550,Hai Phong,65500
S02551,Hai Phong Sports Complex 2551,Hai Phong,18500
S02552,Hai Phong National Stadium 2552,Hai Phong,67000
S02553,Da Nang Dome 2553,Da Nang,47500
S02554,Da Nang Arena 2554,Da Nang,59000
S02555,Hanoi National Stadium 2555,Hanoi,57500
S02556,Can Tho Sports Complex 2556,Can Tho,28500
S02557,Hue Sports Complex 2557,Hue,37000
S02558,Nam Dinh Dome 2558,Nam Dinh,18000
S02559,Ho Chi Minh City National Stadium 2559,Ho Chi Minh City,75500
S02560,Binh Duong Arena 2560,Binh Duong,25500
S02561,Hanoi Dome 2561,Hanoi,48500
S02562,Ho Chi Minh City National Stadium 2562,Ho Chi Minh City,73500
S02563,Hai Phong Dome 2563,Hai Phong,54000
S02564,Nam Dinh Sports Complex 2564,Nam Dinh,42500
S02565,Hai Phong Sports Complex 2565,Hai Phong,30000
S02566,Ho Chi Minh City Sports Complex 2566,Ho Chi Minh City,30000
S02567,Ho Chi Minh City Arena 2567,Ho Chi Minh City,63500
S02568,Hue Arena 2568,Hue,39500
S02569,Hai Phong National Stadium 2569,Hai Phong,46000
S02570,Nam Dinh Dome 2570,Nam Dinh,18500
S02571,Hue Arena 2571,Hue,29000
S02572,Nam Dinh Dome 2572,Nam Dinh,26500
S02573,Hue Sports Complex 2573,Hue,24000
S02574,Quy Nhon Arena 2574,Quy Nhon,56500
S02575,Can Tho Sports Complex 2575,Can Tho,28500
S02576,Can Tho Arena 2576,Can Tho,17000
S02577,Nam Dinh National Stadium 2577,Nam Dinh,33500
S02578,Da Nang National Stadium 2578,Da Nang,71000
S02579,Quy Nhon Dome 2579,Quy Nhon,42500
S02580,Da Nang Sports Complex 2580,Da Nang,29500
S02581,Nha Trang Park 2581,Nha Trang,25500
S02582,Nam Dinh Arena 2582,Nam Dinh,53000
S02583,Binh Duong Arena 2583,Binh Duong,20500
S02584,Hue Park 2584,Hue,47000
S02585,Hai Phong Park 2585,Hai Phong,46000
S02586,Quy Nhon Sports Complex 2586,Quy Nhon,16000
S02587,Hue Arena 2587,Hue,31000
S02588,Can Tho Dome 2588,Can Tho,53000
S02589,Hai Phong Park 2589,Hai Phong,77000
S02590,Da Nang Park 2590,Da Nang,74000
S02591,Hanoi Dome 2591,Hanoi,79000
S02592,Hanoi National Stadium 2592,Hanoi,80000
S02593,Quy Nhon Park 2593,Quy Nhon,17000
S02594,Hue Park 2594,Hue,41000
S02595,Quy Nhon National Stadium 2595,Quy Nhon,44500
S02596,Quy Nhon Arena 2596,Quy Nhon,20500
S02597,Binh Duong National Stadium 2597,Binh Duong,60500
S02598,Hue Arena 2598,Hue,23500
S02599,Can Tho Sports Complex 2599,Can Tho,30500
S02600,Ho Chi Minh City National Stadium 2600,Ho Chi Minh City,46500
S02601,Nha Trang Arena 2601,Nha Trang,61000
S02602,Quy Nhon Park 2602,Quy Nhon,64000
S02603,Nam Dinh National Stadium 2603,Nam Dinh,79000
S02604,Quy Nhon Dome 2604,Quy Nhon,65500
S02605,Da Nang Dome 2605,Da Nang,27000
S02606,Can Tho Dome 2606,Can Tho,61000
S02607,Hanoi National Stadium 2607,Hanoi,40000
S02608,Can Tho Park 2608,Can Tho,17000
S02609,Nha Trang Dome 2609,Nha Trang,64500
S02610,Nha Trang Park 2610,Nha Trang,50500
S02611,Nam Dinh Arena 2611,Nam Dinh,66500
S02612,Ho Chi Minh City Park 2612,Ho Chi Minh City,72500
S02613,Can Tho National Stadium 2613,Can Tho,48500
S02614,Can Tho National Stadium 2614,Can Tho,22500
S02615,Hue Sports Complex 2615,Hue,45500
S02616,Nam Dinh National Stadium 2616,Nam Dinh,39000
S02617,Can Tho Arena 2617,Can Tho,57500
S02618,Binh Duong National Stadium 2618,Binh Duong,51500
S02619,Hai Phong Arena 2619,Hai Phong,79500
S02620,Can Tho Arena 2620,Can Tho,50500
S02621,Ho Chi Minh City Dome 2621,Ho Chi Minh City,63500
S02622,Nam Dinh Arena 2622,Nam Dinh,64500
S02623,Hai Phong Sports Complex 2623,Hai Phong,38000
S02624,Nha Trang Park 2624,Nha Trang,59500
S02625,Hue Sports Complex 2625,Hue,18500
S02626,Ho Chi Minh City Sports Complex 2626,Ho Chi Minh City,37500
S02627,Quy Nhon Dome 2627,Quy Nhon,48000
S02628,Binh Duong National Stadium 2628,Binh Duong,46000
S02629,Binh Duong Park 2629,Binh Duong,74000
S02630,Nha Trang Dome 2630,Nha Trang,55500
S02631,Can Tho National Stadium 2631,Can Tho,27500
S02632,Quy Nhon National Stadium 2632,Quy Nhon,20500
S02633,Hue Arena 2633,Hue,34000
S02634,Ho Chi Minh City National Stadium 2634,Ho Chi Minh City,26000
S02635,Nha Trang National Stadium 2635,Nha Trang,60500
S02636,Da Nang Dome 2636,Da Nang,25000
S02637,Hai Phong Park 2637,Hai Phong,77500
S02638,Hanoi Sports Complex 2638,Hanoi,42500
S02639,Binh Duong Arena 2639,Binh Duong,46000
S02640,Can Tho Dome 2640,Can Tho,44000
S02641,Hanoi Sports Complex 2641,Hanoi,27500
S02642,Ho Chi Minh City National Stadium 2642,Ho Chi Minh City,72000
S02643,Hai Phong Park 2643,Hai Phong,57000
S02644,Can Tho Dome 2644,Can Tho,53000
S02645,Can Tho Sports Complex 2645,Can Tho,47000
S02646,Nam Dinh Park 2646,Nam Dinh,70000
S02647,Binh Duong Dome 2647,Binh Duong,45000
S02648,Nha Trang Park 2648,Nha Trang,23500
S02649,Nha Trang Arena 2649,Nha Trang,66500
S02650,Nha Trang Arena 2650,Nha Trang,46500
S02651,Can Tho Sports Complex 2651,Can Tho,65500
S02652,Hanoi Arena 2652,Hanoi,38000
S02653,Nha Trang Dome 2653,Nha Trang,77500
S02654,Da Nang Park 2654,Da Nang,75500
S02655,Da Nang Park 2655,Da Nang,33500
S02656,Da Nang Arena 2656,Da Nang,70000
S02657,Da Nang Arena 2657,Da Nang,30500
S02658,Ho Chi Minh City National Stadium 2658,Ho Chi Minh City,36000
S02659,Nam Dinh Arena 2659,Nam Dinh,44000
S02660,Nha Trang Sports Complex 2660,Nha Trang,27000
S02661,Hai Phong Park 2661,Hai Phong,61500
S02662,Hanoi Sports Complex 2662,Hanoi,79000
S02663,Can Tho Arena 2663,Can Tho,39500
S02664,Quy Nhon Park 2664,Quy Nhon,79000
S02665,Da Nang Park 2665,Da Nang,35000
S02666,Ho Chi Minh City National Stadium 2666,Ho Chi Minh City,41500
S02667,Quy Nhon Arena 2667,Quy Nhon,77000
S02668,Quy Nhon Sports Complex 2668,Quy Nhon,25000
S02669,Hanoi Park 2669,Hanoi,79000
S02670,Binh Duong Sports Complex 2670,Binh Duong,57500
S02671,Nha Trang Dome 2671,Nha Trang,73500
S02672,Nha Trang Park 2672,Nha Trang,58500
S02673,Da Nang Park 2673,Da Nang,62500
S02674,Quy Nhon Sports Complex 2674,Quy Nhon,60000
S02675,Ho Chi Minh City Dome 2675,Ho Chi Minh City,74000
S02676,Hanoi Arena 2676,Hanoi,59500
S02677,Binh Duong National Stadium 2677,Binh Duong,35000
S02678,Hanoi Dome 2678,Hanoi,55500
S02679,Hai Phong Dome 2679,Hai Phong,38500
S02680,Ho Chi Minh City Sports Complex 2680,Ho Chi Minh City,18500
S02681,Nam Dinh Arena 2681,Nam Dinh,53000
S02682,Binh Duong Arena 2682,Binh Duong,66000
S02683,Nha Trang Arena 2683,Nha Trang,16500
S02684,Ho Chi Minh City Park 2684,Ho Chi Minh City,70500
S02685,Quy Nhon National Stadium 2685,Quy Nhon,79000
S02686,Binh Duong Dome 2686,Binh Duong,27500
S02687,Quy Nhon Sports Complex 2687,Quy Nhon,54500
S02688,Nam Dinh Park 2688,Nam Dinh,77000
S02689,Hanoi Sports Complex 2689,Hanoi,41000
S02690,Da Nang Dome 2690,Da Nang,39000
S02691,Hue Sports Complex 2691,Hue,16000
S02692,Nha Trang Sports Complex 2692,Nha Trang,38000
S02693,Nha Trang Dome 2693,Nha Trang,72500
S02694,Binh Duong National Stadium 2694,Binh Duong,29000
S02695,Quy Nhon Dome 2695,Quy Nhon,67500
S02696,Quy Nhon Sports Complex 2696,Quy Nhon,25500
S02697,Hue Dome 2697,Hue,24000
S02698,Nam Dinh Park 2698,Nam Dinh,20500
S02699,Da Nang Arena 2699,Da Nang,35000
S02700,Quy Nhon Park 2700,Quy Nhon,79500
S02701,Can Tho National Stadium 2701,Can Tho,76000
S02702,Nam Dinh Dome 2702,Nam Dinh,21000
S02703,Hanoi Dome 2703,Hanoi,57000
S02704,Nha Trang Dome 2704,Nha Trang,26500
S02705,Binh Duong Dome 2705,Binh Duong,61500
S02706,Nam Dinh Arena 2706,Nam Dinh,28000
S02707,Da Nang Dome 2707,Da Nang,34000
S02708,Binh Duong Dome 2708,Binh Duong,18000
S02709,Nha Trang Park 2709,Nha Trang,35000
S02710,Quy Nhon Park 2710,Quy Nhon,63500
S02711,Quy Nhon Arena 2711,Quy Nhon,17000
S02712,Hanoi Arena 2712,Hanoi,32000
S02713,Nha Trang Dome 2713,Nha Trang,23000
S02714,Nha Trang Dome 2714,Nha Trang,27000
S02715,Quy Nhon Arena 2715,Quy Nhon,17000
S02716,Ho Chi Minh City Sports Complex 2716,Ho Chi Minh City,47500
S02717,Ho Chi Minh City Park 2717,Ho Chi Minh City,64000
S02718,Can Tho Park 2718,Can Tho,46500
S02719,Nam Dinh Dome 2719,Nam Dinh,72000
S02720,Nha Trang Dome 2720,Nha Trang,79000
S02721,Ho Chi Minh City Sports Complex 2721,Ho Chi Minh City,48500
S02722,Nam Dinh National Stadium 2722,Nam Dinh,70500
S02723,Nha Trang Arena 2723,Nha Trang,53000
S02724,Hanoi Arena 2724,Hanoi,36000
S02725,Quy Nhon Arena 2725,Quy Nhon,38500
S02726,Da Nang National Stadium 2726,Da Nang,33000
S02727,Can Tho Dome 2727,Can Tho,56500
S02728,Can Tho National Stadium 2728,Can Tho,34000
S02729,Nha Trang Park 2729,Nha Trang,57000
S02730,Ho Chi Minh City Park 2730,Ho Chi Minh City,27500
S02731,Da Nang National Stadium 2731,Da Nang,54000
S02732,Da Nang Park 2732,Da Nang,36000
S02733,Can Tho Sports Complex 2733,Can Tho,33000
S02734,Can Tho National Stadium 2734,Can Tho,50000
S02735,Nam Dinh Sports Complex 2735,Nam Dinh,69000
S02736,Da Nang National Stadium 2736,Da Nang,24000
S02737,Binh Duong Sports Complex 2737,Binh Duong,39500
S02738,Quy Nhon Dome 2738,Quy Nhon,37500
S02739,Da Nang National Stadium 2739,Da Nang,29500
S02740,Da Nang Park 2740,Da Nang,29500
S02741,Hai Phong Park 2741,Hai Phong,55000
S02742,Binh Duong Park 2742,Binh Duong,61500
S02743,Binh Duong National Stadium 2743,Binh Duong,42500
S02744,Quy Nhon National Stadium 2744,Quy Nhon,22500
S02745,Da Nang National Stadium 2745,Da Nang,46500
S02746,Can Tho Sports Complex 2746,Can Tho,60500
S02747,Can Tho Arena 2747,Can Tho,68500
S02748,Quy Nhon Park 2748,Quy Nhon,49500
S02749,Can Tho Arena 2749,Can Tho,61500
S02750,Nha Trang National Stadium 2750,Nha Trang,64000
S02751,Ho Chi Minh City Arena 2751,Ho Chi Minh City,23500
S02752,Da Nang Arena 2752,Da Nang,35000
S02753,Da Nang Arena 2753,Da Nang,23500
S02754,Ho Chi Minh City Dome 2754,Ho Chi Minh City,60500
S02755,Ho Chi Minh City National Stadium 2755,Ho Chi Minh City,16000
S02756,Quy Nhon Dome 2756,Quy Nhon,18000
S02757,Hai Phong National Stadium 2757,Hai Phong,17000
S02758,Binh Duong Park 2758,Binh Duong,19000
S02759,Quy Nhon National Stadium 2759,Quy Nhon,74500
S02760,Nha Trang National Stadium 2760,Nha Trang,19500
S02761,Nha Trang National Stadium 2761,Nha Trang,64500
S02762,Ho Chi Minh City National Stadium 2762,Ho Chi Minh City,75500
S02763,Nam Dinh Arena 2763,Nam Dinh,53500
S02764,Hai Phong Arena 2764,Hai Phong,59000
S02765,Can Tho National Stadium 2765,Can Tho,21000
S02766,Da Nang Sports Complex 2766,Da Nang,77000
S02767,Nam Dinh Sports Complex 2767,Nam Dinh,38000
S02768,Da Nang Park 2768,Da Nang,66000
S02769,Nam Dinh Arena 2769,Nam Dinh,48000
S02770,Nam Dinh National Stadium 2770,Nam Dinh,21500
S02771,Nam Dinh National Stadium 2771,Nam Dinh,49500
S02772,Hai Phong Arena 2772,Hai Phong,78000
S02773,Nha Trang Arena 2773,Nha Trang,74000
S02774,Binh Duong National Stadium 2774,Binh Duong,79000
S02775,Ho Chi Minh City Arena 2775,Ho Chi Minh City,75500
S02776,Binh Duong Dome 2776,Binh Duong,39000
S02777,Nam Dinh Arena 2777,Nam Dinh,44000
S02778,Ho Chi Minh City Arena 2778,Ho Chi Minh City,69500
S02779,Can Tho Dome 2779,Can Tho,43000
S02780,Hai Phong Park 2780,Hai Phong,30000
S02781,Hue National Stadium 2781,Hue,65000
S02782,Can Tho National Stadium 2782,Can Tho,45500
S02783,Ho Chi Minh City Park 2783,Ho Chi Minh City,24000
S02784,Quy Nhon Sports Complex 2784,Quy Nhon,61000
S02785,Nha Trang Park 2785,Nha Trang,62500
S02786,Hanoi National Stadium 2786,Hanoi,36500
S02787,Quy Nhon National Stadium 2787,Quy Nhon,40000
S02788,Nha Trang Dome 2788,Nha Trang,54500
S02789,Nha Trang Dome 2789,Nha Trang,30000
S02790,Binh Duong Dome 2790,Binh Duong,34000
S02791,Hue Arena 2791,Hue,71000
S02792,Ho Chi Minh City Dome 2792,Ho Chi Minh City,76500
S02793,Can Tho Arena 2793,Can Tho,16000
S02794,Quy Nhon National Stadium 2794,Quy Nhon,41000
S02795,Quy Nhon Park 2795,Quy Nhon,58000
S02796,Ho Chi Minh City National Stadium 2796,Ho Chi Minh City,24500
S02797,Hue Dome 2797,Hue,60500
S02798,Nam Dinh National Stadium 2798,Nam Dinh,63500
S02799,Da Nang National Stadium 2799,Da Nang,39000
S02800,Hai Phong Sports Complex 2800,Hai Phong,28000
S02801,Nam Dinh Dome 2801,Nam Dinh,23000
S02802,Hai Phong Dome 2802,Hai Phong,62500
S02803,Quy Nhon Sports Complex 2803,Quy Nhon,65000
S02804,Nam Dinh Park 2804,Nam Dinh,33000
S02805,Hue Sports Complex 2805,Hue,46000
S02806,Nam Dinh Dome 2806,Nam Dinh,79500
S02807,Quy Nhon Park 2807,Quy Nhon,33500
S02808,Da Nang Dome 2808,Da Nang,22000
S02809,Ho Chi Minh City Sports Complex 2809,Ho Chi Minh City,47000
S02810,Quy Nhon Arena 2810,Quy Nhon,56000
S02811,Da Nang National Stadium 2811,Da Nang,21500
S02812,Hanoi National Stadium 2812,Hanoi,47500
S02813,Hanoi Arena 2813,Hanoi,40000
S02814,Nam Dinh Sports Complex 2814,Nam Dinh,25000
S02815,Nha Trang Park 2815,Nha Trang,56000
S02816,Ho Chi Minh City National Stadium 2816,Ho Chi Minh City,58500
S02817,Binh Duong Dome 2817,Binh Duong,67000
S02818,Quy Nhon Arena 2818,Quy Nhon,34000
S02819,Quy Nhon Dome 2819,Quy Nhon,48000
S02820,Nha Trang Park 2820,Nha Trang,37500
S02821,Binh Duong Park 2821,Binh Duong,16000
S02822,Hanoi Dome 2822,Hanoi,72500
S02823,Ho Chi Minh City Dome 2823,Ho Chi Minh City,44500
S02824,Can Tho Dome 2824,Can Tho,44000
S02825,Quy Nhon National Stadium 2825,Quy Nhon,17000
S02826,Da Nang Park 2826,Da Nang,58000
S02827,Nha Trang Arena 2827,Nha Trang,47000
S02828,Hue Arena 2828,Hue,35500
S02829,Hue Dome 2829,Hue,65000
S02830,Ho Chi Minh City Park 2830,Ho Chi Minh City,59000
S02831,Quy Nhon Park 2831,Quy Nhon,60000
S02832,Binh Duong Park 2832,Binh Duong,46000
S02833,Quy Nhon Park 2833,Quy Nhon,71000
S02834,Da Nang Park 2834,Da Nang,18500
S02835,Hue Sports Complex 2835,Hue,47500
S02836,Nam Dinh Dome 2836,Nam Dinh,55500
S02837,Can Tho Sports Complex 2837,Can Tho,36000
S02838,Hanoi National Stadium 2838,Hanoi,53500
S02839,Hanoi Arena 2839,Hanoi,70000
S02840,Can Tho Sports Complex 2840,Can Tho,68000
S02841,Nam Dinh National Stadium 2841,Nam Dinh,65000
S02842,Can Tho Dome 2842,Can Tho,21500
S02843,Hue Sports Complex 2843,Hue,38500
S02844,Hue Sports Complex 2844,Hue,18500
S02845,Hai Phong Arena 2845,Hai Phong,30500
S02846,Nha Trang Park 2846,Nha Trang,20500
S02847,Ho Chi Minh City Sports Complex 2847,Ho Chi Minh City,22500
S02848,Can Tho Arena 2848,Can Tho,16500
S02849,Binh Duong Sports Complex 2849,Binh Duong,17500
S02850,Quy Nhon Dome 2850,Quy Nhon,52000
S02851,Binh Duong Dome 2851,Binh Duong,32500
S02852,Hanoi Dome 2852,Hanoi,53500
S02853,Hanoi Sports Complex 2853,Hanoi,40000
S02854,Nam Dinh Dome 2854,Nam Dinh,36000
S02855,Nam Dinh National Stadium 2855,Nam Dinh,68000
S02856,Quy Nhon National Stadium 2856,Quy Nhon,60500
S02857,Hai Phong Sports Complex 2857,Hai Phong,47500
S02858,Binh Duong Sports Complex 2858,Binh Duong,26000
S02859,Nam Dinh Sports Complex 2859,Nam Dinh,39000
S02860,Hue Arena 2860,Hue,47500
S02861,Ho Chi Minh City Park 2861,Ho Chi Minh City,29000
S02862,Nha Trang Sports Complex 2862,Nha Trang,18000
S02863,Nha Trang Park 2863,Nha Trang,41500
S02864,Hai Phong Park 2864,Hai Phong,63500
S02865,Ho Chi Minh City Park 2865,Ho Chi Minh City,21000
S02866,Nam Dinh Sports Complex 2866,Nam Dinh,33000
S02867,Ho Chi Minh City Park 2867,Ho Chi Minh City,67500
S02868,Binh Duong Dome 2868,Binh Duong,43000
S02869,Hai Phong Sports Complex 2869,Hai Phong,67000
S02870,Ho Chi Minh City Sports Complex 2870,Ho Chi Minh City,48000
S02871,Nha Trang Dome 2871,Nha Trang,58500
S02872,Binh Duong Sports Complex 2872,Binh Duong,28000
S02873,Hue Dome 2873,Hue,31500
S02874,Nam Dinh Park 2874,Nam Dinh,44500
S02875,Binh Duong Arena 2875,Binh Duong,72500
S02876,Hanoi Park 2876,Hanoi,71500
S02877,Da Nang Park 2877,Da Nang,47500
S02878,Hai Phong Dome 2878,Hai Phong,32500
S02879,Binh Duong Park 2879,Binh Duong,71000
S02880,Hue Park 2880,Hue,62500
S02881,Hanoi Park 2881,Hanoi,28000
